# x	y	u	v	flags	mask
9.6197e+04	5.5775e+04	-1.5751e+02	1.7093e+02	0.0000e+00	0.0000e+00
9.7183e+04	5.5775e+04	-1.3954e+02	1.7206e+02	0.0000e+00	0.0000e+00
9.8169e+04	5.5775e+04	1.3926e+02	2.7141e+02	0.0000e+00	0.0000e+00
9.9155e+04	5.5775e+04	3.1436e+02	1.5861e+02	0.0000e+00	0.0000e+00
1.0014e+05	5.5775e+04	7.1887e+01	1.5931e+02	0.0000e+00	0.0000e+00
1.0113e+05	5.5775e+04	-3.3171e+02	8.5368e+01	0.0000e+00	0.0000e+00
1.0211e+05	5.5775e+04	-1.4591e+02	8.0756e+00	1.0000e+00	0.0000e+00
1.0310e+05	5.5775e+04	-1.7873e+02	1.3515e+01	1.0000e+00	0.0000e+00
1.0408e+05	5.5775e+04	-1.7109e+02	6.6795e+00	1.0000e+00	0.0000e+00
1.0507e+05	5.5775e+04	-5.8458e+02	-1.3913e+02	0.0000e+00	0.0000e+00
1.0606e+05	5.5775e+04	-5.7360e+02	-2.1170e+01	0.0000e+00	0.0000e+00
1.0704e+05	5.5775e+04	-3.3282e+02	3.8770e+00	0.0000e+00	0.0000e+00
1.0803e+05	5.5775e+04	-2.9738e+02	1.1307e+02	0.0000e+00	0.0000e+00
1.0901e+05	5.5775e+04	1.4708e+02	1.0807e+02	0.0000e+00	0.0000e+00
1.1000e+05	5.5775e+04	6.2953e+02	-1.6945e+02	0.0000e+00	0.0000e+00
1.1099e+05	5.5775e+04	2.1684e+02	8.8718e+01	0.0000e+00	0.0000e+00
1.1197e+05	5.5775e+04	-3.3421e+01	-6.3069e+00	0.0000e+00	0.0000e+00
1.1296e+05	5.5775e+04	-1.8335e+02	-7.2930e+01	0.0000e+00	0.0000e+00
1.1394e+05	5.5775e+04	-2.0617e+01	3.5010e+01	0.0000e+00	0.0000e+00
1.1493e+05	5.5775e+04	8.6264e+01	-2.0983e+01	0.0000e+00	0.0000e+00
1.1592e+05	5.5775e+04	-9.7305e+01	7.3438e+01	0.0000e+00	0.0000e+00
1.1690e+05	5.5775e+04	3.5549e+01	2.5379e+01	0.0000e+00	0.0000e+00
1.1789e+05	5.5775e+04	6.7206e+00	-4.7630e+00	0.0000e+00	0.0000e+00
1.1887e+05	5.5775e+04	-6.7008e+01	-1.9662e+01	0.0000e+00	0.0000e+00
1.1986e+05	5.5775e+04	-5.9254e+01	-3.9764e+01	0.0000e+00	0.0000e+00
1.2085e+05	5.5775e+04	-3.3320e+01	-7.9649e+01	0.0000e+00	0.0000e+00
1.2183e+05	5.5775e+04	2.7296e+01	-1.2310e+02	0.0000e+00	0.0000e+00
1.2282e+05	5.5775e+04	9.3241e+01	-6.6035e+01	0.0000e+00	0.0000e+00
1.2380e+05	5.5775e+04	-5.5039e+01	-6.5468e+01	0.0000e+00	0.0000e+00
1.2479e+05	5.5775e+04	3.7117e+01	-3.5498e+01	0.0000e+00	0.0000e+00
1.2577e+05	5.5775e+04	-3.6827e+01	-2.9318e+01	0.0000e+00	0.0000e+00
1.2676e+05	5.5775e+04	1.2168e+02	1.0745e+02	0.0000e+00	0.0000e+00
1.2775e+05	5.5775e+04	1.7583e+01	9.2439e+01	0.0000e+00	0.0000e+00
1.2873e+05	5.5775e+04	-3.8252e+01	-5.9212e+01	0.0000e+00	0.0000e+00
1.2972e+05	5.5775e+04	-1.0890e+02	-1.1407e+02	0.0000e+00	0.0000e+00
1.3070e+05	5.5775e+04	-9.3277e+01	-2.0408e+02	0.0000e+00	0.0000e+00
1.3169e+05	5.5775e+04	-8.2655e+01	-1.9494e+02	0.0000e+00	0.0000e+00
1.3268e+05	5.5775e+04	-9.2555e+00	-1.1473e+01	0.0000e+00	0.0000e+00
1.3366e+05	5.5775e+04	2.8023e+01	1.2516e+02	0.0000e+00	0.0000e+00
1.5493e+03	5.4789e+04	4.0494e+00	-3.7591e+01	0.0000e+00	0.0000e+00
2.5352e+03	5.4789e+04	1.2542e+02	-5.9970e+00	0.0000e+00	0.0000e+00
3.5211e+03	5.4789e+04	9.2471e+01	4.6357e+01	0.0000e+00	0.0000e+00
4.5070e+03	5.4789e+04	2.3908e+00	3.7758e+01	0.0000e+00	0.0000e+00
5.4930e+03	5.4789e+04	3.5996e+01	5.7872e+00	0.0000e+00	0.0000e+00
6.4789e+03	5.4789e+04	-4.7629e+00	5.7720e+01	0.0000e+00	0.0000e+00
7.4648e+03	5.4789e+04	2.8245e+01	1.2187e+01	0.0000e+00	0.0000e+00
8.4507e+03	5.4789e+04	0.0000e+00	9.5591e+00	0.0000e+00	0.0000e+00
9.4366e+03	5.4789e+04	-4.1701e+01	-2.8799e+01	0.0000e+00	0.0000e+00
1.0423e+04	5.4789e+04	-1.2714e+02	-4.6313e+01	0.0000e+00	0.0000e+00
1.1408e+04	5.4789e+04	-5.2838e+01	4.1919e+01	0.0000e+00	0.0000e+00
1.2394e+04	5.4789e+04	-5.7989e+02	8.7894e+01	0.0000e+00	0.0000e+00
1.3380e+04	5.4789e+04	-7.7907e+01	-1.1453e+01	0.0000e+00	0.0000e+00
1.4366e+04	5.4789e+04	2.0335e+01	-1.0041e+01	0.0000e+00	0.0000e+00
1.5352e+04	5.4789e+04	-1.8677e+01	-3.1878e+00	0.0000e+00	0.0000e+00
1.6338e+04	5.4789e+04	-6.7367e+00	-8.5068e-01	0.0000e+00	0.0000e+00
1.7324e+04	5.4789e+04	-3.2064e+00	-1.3648e+00	0.0000e+00	0.0000e+00
1.8310e+04	5.4789e+04	-1.2695e+02	4.5477e+01	0.0000e+00	0.0000e+00
1.9296e+04	5.4789e+04	2.6081e+02	1.0241e+02	0.0000e+00	0.0000e+00
2.0282e+04	5.4789e+04	-1.4458e+01	2.4536e+02	0.0000e+00	0.0000e+00
2.1268e+04	5.4789e+04	-1.1132e+02	1.9839e+02	0.0000e+00	0.0000e+00
2.2254e+04	5.4789e+04	1.3394e+02	-1.4893e+02	0.0000e+00	0.0000e+00
2.3239e+04	5.4789e+04	2.6978e+00	-1.7769e+02	0.0000e+00	0.0000e+00
2.4225e+04	5.4789e+04	1.2576e+01	-1.3556e+02	0.0000e+00	0.0000e+00
2.5211e+04	5.4789e+04	1.0653e+02	-1.6573e+02	0.0000e+00	0.0000e+00
2.6197e+04	5.4789e+04	1.5748e+02	5.2725e+01	0.0000e+00	0.0000e+00
2.7183e+04	5.4789e+04	1.5538e+02	-1.3143e+02	1.0000e+00	0.0000e+00
2.8169e+04	5.4789e+04	1.7031e+02	-1.8927e+02	1.0000e+00	0.0000e+00
2.9155e+04	5.4789e+04	3.3868e+02	-5.0771e+02	0.0000e+00	0.0000e+00
3.0141e+04	5.4789e+04	1.4508e+02	-3.7869e+02	0.0000e+00	0.0000e+00
3.1127e+04	5.4789e+04	7.3170e+01	-3.2230e+02	1.0000e+00	0.0000e+00
3.2113e+04	5.4789e+04	2.8112e+01	-3.3635e+02	1.0000e+00	0.0000e+00
3.3099e+04	5.4789e+04	-4.6884e+01	-3.3585e+02	1.0000e+00	0.0000e+00
3.4085e+04	5.4789e+04	-1.0053e+02	-3.1667e+02	1.0000e+00	0.0000e+00
3.5070e+04	5.4789e+04	-1.6767e+02	-2.8823e+02	1.0000e+00	0.0000e+00
3.6056e+04	5.4789e+04	-2.9155e+02	-3.3484e+02	0.0000e+00	0.0000e+00
3.7042e+04	5.4789e+04	-2.4028e+02	-2.2092e+02	1.0000e+00	0.0000e+00
3.8028e+04	5.4789e+04	-2.8877e+02	-1.8982e+02	1.0000e+00	0.0000e+00
3.9014e+04	5.4789e+04	-4.0411e+02	-1.1746e+02	0.0000e+00	0.0000e+00
4.0000e+04	5.4789e+04	-6.2221e+02	1.4645e+02	0.0000e+00	0.0000e+00
4.0986e+04	5.4789e+04	-5.3205e+02	7.3481e+01	0.0000e+00	0.0000e+00
4.1972e+04	5.4789e+04	-4.5228e+02	4.5150e+01	0.0000e+00	0.0000e+00
4.2958e+04	5.4789e+04	-3.8882e+02	-5.0579e+01	0.0000e+00	0.0000e+00
4.3944e+04	5.4789e+04	-1.3645e+02	-6.2482e+01	0.0000e+00	0.0000e+00
4.4930e+04	5.4789e+04	-4.8627e+01	-2.1877e+01	0.0000e+00	0.0000e+00
4.5915e+04	5.4789e+04	-5.4690e+01	2.1886e+01	0.0000e+00	0.0000e+00
4.6901e+04	5.4789e+04	7.6833e+01	-2.5316e+01	0.0000e+00	0.0000e+00
4.7887e+04	5.4789e+04	1.0981e+01	1.7536e+01	0.0000e+00	0.0000e+00
4.8873e+04	5.4789e+04	-5.0234e+01	1.3731e+02	0.0000e+00	0.0000e+00
4.9859e+04	5.4789e+04	7.3923e+01	1.6628e+02	0.0000e+00	0.0000e+00
5.0845e+04	5.4789e+04	4.6424e+02	-9.1790e+01	0.0000e+00	0.0000e+00
5.1831e+04	5.4789e+04	-4.6164e+00	-1.4936e+02	0.0000e+00	0.0000e+00
5.2817e+04	5.4789e+04	1.1133e+02	1.8256e+02	0.0000e+00	0.0000e+00
5.3803e+04	5.4789e+04	1.5299e+02	3.4543e+02	0.0000e+00	0.0000e+00
5.4789e+04	5.4789e+04	3.9043e+01	1.9407e+02	0.0000e+00	0.0000e+00
5.5775e+04	5.4789e+04	4.4888e+02	2.6630e+01	0.0000e+00	0.0000e+00
5.6761e+04	5.4789e+04	1.1781e+02	2.1379e+02	0.0000e+00	0.0000e+00
5.7746e+04	5.4789e+04	-1.1718e+02	2.3094e+02	0.0000e+00	0.0000e+00
5.8732e+04	5.4789e+04	4.3957e+02	4.5718e+02	0.0000e+00	0.0000e+00
5.9718e+04	5.4789e+04	2.6767e+02	5.7109e+02	0.0000e+00	0.0000e+00
6.0704e+04	5.4789e+04	4.4837e+01	4.1292e+02	0.0000e+00	0.0000e+00
6.1690e+04	5.4789e+04	-2.3619e+02	1.3657e+02	0.0000e+00	0.0000e+00
6.2676e+04	5.4789e+04	-1.6849e+02	6.5326e+01	0.0000e+00	0.0000e+00
6.3662e+04	5.4789e+04	-1.5600e+02	-1.6507e+01	0.0000e+00	0.0000e+00
6.4648e+04	5.4789e+04	-3.8509e+00	-1.7495e+01	0.0000e+00	0.0000e+00
6.5634e+04	5.4789e+04	-1.6085e+02	-9.3440e-01	0.0000e+00	0.0000e+00
6.6620e+04	5.4789e+04	-1.5433e+01	3.6756e+01	0.0000e+00	0.0000e+00
6.7606e+04	5.4789e+04	-2.7132e+00	5.5593e+02	0.0000e+00	0.0000e+00
6.8592e+04	5.4789e+04	5.9163e+01	2.6269e+02	0.0000e+00	0.0000e+00
6.9577e+04	5.4789e+04	-3.3272e+01	-2.8674e+01	0.0000e+00	0.0000e+00
7.0563e+04	5.4789e+04	2.3710e+01	2.1872e+01	0.0000e+00	0.0000e+00
7.1549e+04	5.4789e+04	5.5077e+01	5.9440e+01	0.0000e+00	0.0000e+00
7.2535e+04	5.4789e+04	-1.8406e+02	4.7127e+01	0.0000e+00	0.0000e+00
7.3521e+04	5.4789e+04	-1.2443e+02	2.2457e+02	0.0000e+00	0.0000e+00
7.4507e+04	5.4789e+04	-3.2637e+01	5.3126e+02	0.0000e+00	0.0000e+00
7.5493e+04	5.4789e+04	-5.5274e+01	4.1432e+02	0.0000e+00	0.0000e+00
7.6479e+04	5.4789e+04	-3.7062e+02	3.0564e+02	0.0000e+00	0.0000e+00
7.7465e+04	5.4789e+04	-2.6751e+02	2.9699e+02	0.0000e+00	0.0000e+00
7.8451e+04	5.4789e+04	-2.8250e+02	2.4972e+02	0.0000e+00	0.0000e+00
7.9437e+04	5.4789e+04	1.1091e+02	-9.9427e+00	0.0000e+00	0.0000e+00
8.0423e+04	5.4789e+04	6.7613e+00	6.2460e+01	0.0000e+00	0.0000e+00
8.1408e+04	5.4789e+04	-6.2736e+00	4.8661e+01	0.0000e+00	0.0000e+00
8.2394e+04	5.4789e+04	1.5092e+01	-4.2376e+02	0.0000e+00	0.0000e+00
8.3380e+04	5.4789e+04	-4.9818e-01	-4.2359e+02	0.0000e+00	0.0000e+00
8.4366e+04	5.4789e+04	8.3585e+02	-7.8589e+01	0.0000e+00	0.0000e+00
8.5352e+04	5.4789e+04	-2.5295e+00	3.5152e+02	0.0000e+00	0.0000e+00
8.6338e+04	5.4789e+04	-1.3033e-02	3.3400e+02	0.0000e+00	0.0000e+00
8.7324e+04	5.4789e+04	-2.1892e+01	-5.8006e+01	0.0000e+00	0.0000e+00
8.8310e+04	5.4789e+04	6.2326e+02	1.2714e+00	0.0000e+00	0.0000e+00
8.9296e+04	5.4789e+04	2.7946e+01	1.7507e+02	0.0000e+00	0.0000e+00
9.0282e+04	5.4789e+04	-1.5359e+02	1.9250e+02	0.0000e+00	0.0000e+00
9.1268e+04	5.4789e+04	-2.0382e+02	-6.0305e+01	0.0000e+00	0.0000e+00
9.2254e+04	5.4789e+04	5.6566e+02	2.5427e+02	0.0000e+00	0.0000e+00
9.3239e+04	5.4789e+04	1.8934e+02	5.0716e+02	0.0000e+00	0.0000e+00
9.4225e+04	5.4789e+04	-6.0538e+02	6.6003e+02	0.0000e+00	0.0000e+00
9.5211e+04	5.4789e+04	-2.0593e+02	5.2043e+02	0.0000e+00	0.0000e+00
9.6197e+04	5.4789e+04	3.4966e+02	2.1729e+02	0.0000e+00	0.0000e+00
9.7183e+04	5.4789e+04	1.0099e+02	-1.3515e+02	0.0000e+00	0.0000e+00
9.8169e+04	5.4789e+04	-2.2173e+01	-8.6862e+01	0.0000e+00	0.0000e+00
9.9155e+04	5.4789e+04	-1.1563e+02	2.0893e+02	0.0000e+00	0.0000e+00
1.0014e+05	5.4789e+04	3.3249e+02	5.8054e+02	0.0000e+00	0.0000e+00
1.0113e+05	5.4789e+04	2.1280e+02	5.5861e+02	0.0000e+00	0.0000e+00
1.0211e+05	5.4789e+04	-8.1583e-01	1.7041e+02	0.0000e+00	0.0000e+00
1.0310e+05	5.4789e+04	-1.8492e+02	-4.0245e+01	1.0000e+00	0.0000e+00
1.0408e+05	5.4789e+04	-1.7594e+02	-3.8704e+01	1.0000e+00	0.0000e+00
1.0507e+05	5.4789e+04	-2.1857e+02	-1.8759e+01	1.0000e+00	0.0000e+00
1.0606e+05	5.4789e+04	-7.6650e+02	1.1190e+02	0.0000e+00	0.0000e+00
1.0704e+05	5.4789e+04	-1.6150e+02	7.9904e+00	0.0000e+00	0.0000e+00
1.0803e+05	5.4789e+04	-1.5053e+02	-6.2854e+01	0.0000e+00	0.0000e+00
1.0901e+05	5.4789e+04	-3.1450e+02	-3.4173e+01	0.0000e+00	0.0000e+00
1.1000e+05	5.4789e+04	3.6224e+02	2.2265e+02	0.0000e+00	0.0000e+00
1.1099e+05	5.4789e+04	3.6147e+02	-1.9086e+01	0.0000e+00	0.0000e+00
1.1197e+05	5.4789e+04	-5.4600e-01	-1.0947e+02	0.0000e+00	0.0000e+00
1.1296e+05	5.4789e+04	-6.4163e+01	-1.8378e+02	0.0000e+00	0.0000e+00
1.1394e+05	5.4789e+04	-6.5880e+01	-2.0992e+02	0.0000e+00	0.0000e+00
1.1493e+05	5.4789e+04	-5.6652e+01	-6.2078e+01	0.0000e+00	0.0000e+00
1.1592e+05	5.4789e+04	-5.8166e+01	-6.1750e+01	0.0000e+00	0.0000e+00
1.1690e+05	5.4789e+04	8.1641e+01	-2.4080e+01	0.0000e+00	0.0000e+00
1.1789e+05	5.4789e+04	-4.5167e+01	-7.6363e+01	0.0000e+00	0.0000e+00
1.1887e+05	5.4789e+04	8.9771e+01	-9.5939e+01	0.0000e+00	0.0000e+00
1.1986e+05	5.4789e+04	-2.0692e+01	-6.7673e+01	0.0000e+00	0.0000e+00
1.2085e+05	5.4789e+04	-7.9375e+01	6.8728e+00	0.0000e+00	0.0000e+00
1.2183e+05	5.4789e+04	-1.0487e+01	6.5752e+00	0.0000e+00	0.0000e+00
1.2282e+05	5.4789e+04	5.6551e+01	-1.5872e+02	0.0000e+00	0.0000e+00
1.2380e+05	5.4789e+04	-4.2408e+01	-7.8734e+01	0.0000e+00	0.0000e+00
1.2479e+05	5.4789e+04	-1.0762e+01	-8.5217e+00	0.0000e+00	0.0000e+00
1.2577e+05	5.4789e+04	-9.6148e+01	-4.6612e+01	0.0000e+00	0.0000e+00
1.2676e+05	5.4789e+04	6.6013e+01	6.8487e+01	0.0000e+00	0.0000e+00
1.2775e+05	5.4789e+04	9.5228e+01	8.0042e+01	0.0000e+00	0.0000e+00
1.2873e+05	5.4789e+04	2.7171e+01	2.3557e+01	0.0000e+00	0.0000e+00
1.2972e+05	5.4789e+04	-4.6349e+01	-7.6698e+01	0.0000e+00	0.0000e+00
1.3070e+05	5.4789e+04	-4.9059e+01	-1.8079e+02	0.0000e+00	0.0000e+00
1.3169e+05	5.4789e+04	-1.4464e+02	-1.8507e+02	0.0000e+00	0.0000e+00
1.3268e+05	5.4789e+04	-1.3145e+02	-1.3135e+02	0.0000e+00	0.0000e+00
1.3366e+05	5.4789e+04	4.8016e+00	-1.5514e+02	0.0000e+00	0.0000e+00
1.5493e+03	5.3803e+04	1.4052e+01	-7.3080e-01	0.0000e+00	0.0000e+00
2.5352e+03	5.3803e+04	6.1457e+01	-1.9308e+01	0.0000e+00	0.0000e+00
3.5211e+03	5.3803e+04	9.8051e+01	-1.2383e+01	0.0000e+00	0.0000e+00
4.5070e+03	5.3803e+04	1.8926e+01	1.9802e+01	0.0000e+00	0.0000e+00
5.4930e+03	5.3803e+04	4.9661e+01	2.2520e+01	0.0000e+00	0.0000e+00
6.4789e+03	5.3803e+04	3.1319e+00	-9.9484e+00	0.0000e+00	0.0000e+00
7.4648e+03	5.3803e+04	2.7077e+01	-4.9688e+01	0.0000e+00	0.0000e+00
8.4507e+03	5.3803e+04	0.0000e+00	-8.2992e+01	0.0000e+00	0.0000e+00
9.4366e+03	5.3803e+04	-9.2841e+01	-3.8254e+01	0.0000e+00	0.0000e+00
1.0423e+04	5.3803e+04	-9.9677e+01	8.7029e+01	0.0000e+00	0.0000e+00
1.1408e+04	5.3803e+04	-9.7623e+01	1.1820e+01	1.0000e+00	0.0000e+00
1.2394e+04	5.3803e+04	-3.9328e+02	1.4724e+02	0.0000e+00	0.0000e+00
1.3380e+04	5.3803e+04	-4.9252e+01	-2.0789e+01	0.0000e+00	0.0000e+00
1.4366e+04	5.3803e+04	2.4286e+01	-5.0582e+00	0.0000e+00	0.0000e+00
1.5352e+04	5.3803e+04	-2.2246e+01	-3.5365e+01	0.0000e+00	0.0000e+00
1.6338e+04	5.3803e+04	1.7882e+02	-2.2938e+01	0.0000e+00	0.0000e+00
1.7324e+04	5.3803e+04	-1.3775e+00	-8.2091e-01	0.0000e+00	0.0000e+00
1.8310e+04	5.3803e+04	-9.6379e+01	-1.3621e+01	0.0000e+00	0.0000e+00
1.9296e+04	5.3803e+04	4.0158e+01	3.8841e+02	0.0000e+00	0.0000e+00
2.0282e+04	5.3803e+04	6.5163e+01	1.1101e+02	0.0000e+00	0.0000e+00
2.1268e+04	5.3803e+04	1.0577e+02	6.3846e+01	0.0000e+00	0.0000e+00
2.2254e+04	5.3803e+04	1.2603e+02	1.3418e+02	0.0000e+00	0.0000e+00
2.3239e+04	5.3803e+04	1.1682e+02	4.2530e+01	0.0000e+00	0.0000e+00
2.4225e+04	5.3803e+04	-1.0082e+01	-7.8350e+01	0.0000e+00	0.0000e+00
2.5211e+04	5.3803e+04	6.2374e+01	-7.9818e+01	0.0000e+00	0.0000e+00
2.6197e+04	5.3803e+04	1.0794e+02	-2.6838e+02	0.0000e+00	0.0000e+00
2.7183e+04	5.3803e+04	1.9243e+02	-9.1506e+01	1.0000e+00	0.0000e+00
2.8169e+04	5.3803e+04	2.1061e+02	-1.3347e+02	1.0000e+00	0.0000e+00
2.9155e+04	5.3803e+04	2.1026e+02	-1.7913e+02	1.0000e+00	0.0000e+00
3.0141e+04	5.3803e+04	1.4367e+02	-2.4050e+02	1.0000e+00	0.0000e+00
3.1127e+04	5.3803e+04	1.0129e+02	-2.7208e+02	1.0000e+00	0.0000e+00
3.2113e+04	5.3803e+04	3.9564e+01	-2.8348e+02	1.0000e+00	0.0000e+00
3.3099e+04	5.3803e+04	-4.0560e+01	-2.7800e+02	1.0000e+00	0.0000e+00
3.4085e+04	5.3803e+04	-1.1235e+02	-2.6972e+02	1.0000e+00	0.0000e+00
3.5070e+04	5.3803e+04	-1.8557e+02	-2.5199e+02	1.0000e+00	0.0000e+00
3.6056e+04	5.3803e+04	-2.3301e+02	-2.2304e+02	1.0000e+00	0.0000e+00
3.7042e+04	5.3803e+04	-2.8331e+02	-3.9580e+02	0.0000e+00	0.0000e+00
3.8028e+04	5.3803e+04	-3.1512e+02	-1.3711e+02	1.0000e+00	0.0000e+00
3.9014e+04	5.3803e+04	-3.4346e+02	-1.1114e+02	1.0000e+00	0.0000e+00
4.0000e+04	5.3803e+04	-4.8738e+02	-1.9528e+01	0.0000e+00	0.0000e+00
4.0986e+04	5.3803e+04	-3.3883e+02	-3.1818e+01	0.0000e+00	0.0000e+00
4.1972e+04	5.3803e+04	-4.1480e+02	-7.7054e+00	0.0000e+00	0.0000e+00
4.2958e+04	5.3803e+04	-3.3259e+02	4.6439e+01	0.0000e+00	0.0000e+00
4.3944e+04	5.3803e+04	-1.3220e+02	9.1537e+01	0.0000e+00	0.0000e+00
4.4930e+04	5.3803e+04	-1.3272e+02	1.1032e+01	0.0000e+00	0.0000e+00
4.5915e+04	5.3803e+04	-3.7134e+01	5.4074e+01	0.0000e+00	0.0000e+00
4.6901e+04	5.3803e+04	1.5299e+01	4.3558e+00	0.0000e+00	0.0000e+00
4.7887e+04	5.3803e+04	-7.3455e+01	4.3185e+01	0.0000e+00	0.0000e+00
4.8873e+04	5.3803e+04	-5.4553e+01	4.5307e+01	0.0000e+00	0.0000e+00
4.9859e+04	5.3803e+04	9.3273e-01	1.2643e+02	0.0000e+00	0.0000e+00
5.0845e+04	5.3803e+04	3.6063e+02	-7.0340e+01	0.0000e+00	0.0000e+00
5.1831e+04	5.3803e+04	-4.1803e+00	-7.0569e+01	0.0000e+00	0.0000e+00
5.2817e+04	5.3803e+04	7.9674e+00	4.1946e+01	0.0000e+00	0.0000e+00
5.3803e+04	5.3803e+04	2.6577e+02	5.4300e+01	0.0000e+00	0.0000e+00
5.4789e+04	5.3803e+04	1.1816e+02	-1.2276e+02	0.0000e+00	0.0000e+00
5.5775e+04	5.3803e+04	1.9001e+02	-1.3970e+02	0.0000e+00	0.0000e+00
5.6761e+04	5.3803e+04	3.1469e+02	-1.2217e+02	0.0000e+00	0.0000e+00
5.7746e+04	5.3803e+04	-1.2103e-02	7.2320e+00	0.0000e+00	0.0000e+00
5.8732e+04	5.3803e+04	1.3401e+02	-1.6071e+01	0.0000e+00	0.0000e+00
5.9718e+04	5.3803e+04	5.2345e+01	-2.9741e+02	0.0000e+00	0.0000e+00
6.0704e+04	5.3803e+04	1.2123e+02	-2.3144e+02	0.0000e+00	0.0000e+00
6.1690e+04	5.3803e+04	-1.4043e+02	1.6033e+02	0.0000e+00	0.0000e+00
6.2676e+04	5.3803e+04	5.8609e+01	-4.9744e+01	0.0000e+00	0.0000e+00
6.3662e+04	5.3803e+04	-3.0013e+01	-5.9512e+02	0.0000e+00	0.0000e+00
6.4648e+04	5.3803e+04	-3.7677e+02	-6.9936e+02	0.0000e+00	0.0000e+00
6.5634e+04	5.3803e+04	-3.5110e+02	-6.8000e+01	0.0000e+00	0.0000e+00
6.6620e+04	5.3803e+04	-2.3234e+01	-2.7295e+01	0.0000e+00	0.0000e+00
6.7606e+04	5.3803e+04	1.0253e+01	8.2049e+02	0.0000e+00	0.0000e+00
6.8592e+04	5.3803e+04	-1.9274e+00	2.1615e+02	0.0000e+00	0.0000e+00
6.9577e+04	5.3803e+04	4.1928e+01	-1.3457e+02	0.0000e+00	0.0000e+00
7.0563e+04	5.3803e+04	3.0207e+01	-2.9249e+02	0.0000e+00	0.0000e+00
7.1549e+04	5.3803e+04	9.0154e+01	-3.2393e+02	0.0000e+00	0.0000e+00
7.2535e+04	5.3803e+04	-2.1531e+02	-5.3083e+01	0.0000e+00	0.0000e+00
7.3521e+04	5.3803e+04	-1.5062e+02	-4.0265e+01	0.0000e+00	0.0000e+00
7.4507e+04	5.3803e+04	4.3570e+02	2.8710e+01	0.0000e+00	0.0000e+00
7.5493e+04	5.3803e+04	-2.1812e+02	-6.1969e+01	0.0000e+00	0.0000e+00
7.6479e+04	5.3803e+04	-2.5062e+02	-1.1371e+01	0.0000e+00	0.0000e+00
7.7465e+04	5.3803e+04	-3.0707e-01	-1.1882e+01	0.0000e+00	0.0000e+00
7.8451e+04	5.3803e+04	-7.6443e+02	5.9516e+01	0.0000e+00	0.0000e+00
7.9437e+04	5.3803e+04	6.3178e+01	7.3363e-01	0.0000e+00	0.0000e+00
8.0423e+04	5.3803e+04	-5.9938e+00	-1.6211e+02	0.0000e+00	0.0000e+00
8.1408e+04	5.3803e+04	-2.0316e+00	-2.0809e+02	0.0000e+00	0.0000e+00
8.2394e+04	5.3803e+04	-6.9197e+02	-2.4927e+01	0.0000e+00	0.0000e+00
8.3380e+04	5.3803e+04	1.6193e+02	-8.1230e+00	0.0000e+00	0.0000e+00
8.4366e+04	5.3803e+04	3.1957e+01	-1.5525e+02	0.0000e+00	0.0000e+00
8.5352e+04	5.3803e+04	4.4571e+01	4.8928e+01	1.0000e+00	0.0000e+00
8.6338e+04	5.3803e+04	-1.1120e+02	9.1075e+01	0.0000e+00	0.0000e+00
8.7324e+04	5.3803e+04	-8.3775e+00	-6.2229e+01	0.0000e+00	0.0000e+00
8.8310e+04	5.3803e+04	3.9856e+02	1.1917e+02	0.0000e+00	0.0000e+00
8.9296e+04	5.3803e+04	-1.3730e+02	4.0272e+02	0.0000e+00	0.0000e+00
9.0282e+04	5.3803e+04	-2.1451e+02	5.6611e+02	0.0000e+00	0.0000e+00
9.1268e+04	5.3803e+04	1.1955e+02	-1.2503e+01	1.0000e+00	0.0000e+00
9.2254e+04	5.3803e+04	2.7601e+02	6.8360e+02	0.0000e+00	0.0000e+00
9.3239e+04	5.3803e+04	3.7752e+00	4.6973e+02	0.0000e+00	0.0000e+00
9.4225e+04	5.3803e+04	-3.5248e+01	-2.5441e+02	0.0000e+00	0.0000e+00
9.5211e+04	5.3803e+04	-7.9185e+01	-5.5121e+02	0.0000e+00	0.0000e+00
9.6197e+04	5.3803e+04	7.6553e+02	-6.5337e+02	0.0000e+00	0.0000e+00
9.7183e+04	5.3803e+04	2.9776e+02	-5.5567e+02	0.0000e+00	0.0000e+00
9.8169e+04	5.3803e+04	-1.9729e+02	-4.3245e+02	0.0000e+00	0.0000e+00
9.9155e+04	5.3803e+04	-4.9350e+02	-5.9559e+01	0.0000e+00	0.0000e+00
1.0014e+05	5.3803e+04	3.1605e+01	5.5417e+02	0.0000e+00	0.0000e+00
1.0113e+05	5.3803e+04	-1.3759e+02	-5.9494e+01	1.0000e+00	0.0000e+00
1.0211e+05	5.3803e+04	3.8525e+02	4.8928e+02	0.0000e+00	0.0000e+00
1.0310e+05	5.3803e+04	-1.9653e+02	3.2240e+01	0.0000e+00	0.0000e+00
1.0408e+05	5.3803e+04	-1.9720e+02	-4.3849e+01	1.0000e+00	0.0000e+00
1.0507e+05	5.3803e+04	-6.3274e+02	7.1880e+01	0.0000e+00	0.0000e+00
1.0606e+05	5.3803e+04	-2.4123e+02	1.5073e+02	0.0000e+00	0.0000e+00
1.0704e+05	5.3803e+04	-1.2253e+02	-9.2921e+00	0.0000e+00	0.0000e+00
1.0803e+05	5.3803e+04	-2.7084e+02	-7.3462e+01	0.0000e+00	0.0000e+00
1.0901e+05	5.3803e+04	-4.6113e+02	-3.1188e+01	0.0000e+00	0.0000e+00
